PRISM Time Series Data,,,,,,,,,,
Locations: 58,,,,,,,,,,
"Climate variables: ppt,tmin,tmean,tmax,vpdmin,vpdmax",,,,,,,,,,
Humboldt,-123.9258,40.7067,2290,2015-04,3.22,40,51.5,63,0.9,9.19
Humboldt,-123.9258,40.7067,2290,2015-05,0.29,44.8,54.8,64.8,1.01,6.5
Humboldt,-123.9258,40.7067,2290,2015-06,0.54,55.6,65.8,76,4.51,17.29
Humboldt,-123.9258,40.7067,2290,2015-07,0.45,57.4,65.8,74.3,4.09,16.6
Humboldt,-123.9258,40.7067,2290,2015-08,0.43,57.2,66.8,76.4,3.57,14.76
Humboldt,-123.9258,40.7067,2290,2015-09,0.73,53.6,63.9,74.1,4.7,13.8
Humboldt,-123.9258,40.7067,2290,2015-10,1.14,53.9,62.9,72,3.66,13.73
Humboldt,-123.9258,40.7067,2290,2015-11,7.02,40.1,47.2,54.3,0.91,6.88
Humboldt,-123.9258,40.7067,2290,2015-12,19.92,37.3,41.7,46.1,0.2,2.5
Humboldt,-123.9258,40.7067,2290,2016-01,17.65,38.4,43.5,48.5,0.22,3.11
Humboldt,-123.9258,40.7067,2290,2016-02,4.11,42,49.4,56.9,1.29,8.05
Humboldt,-123.9258,40.7067,2290,2016-03,14.84,39.6,48,56.4,0.28,6.23
Humboldt,-123.9258,40.7067,2290,2016-04,4.24,43.8,54.5,65.3,1.25,11.17
Humboldt,-123.9258,40.7067,2290,2016-05,1.15,46.2,55.9,65.6,1.06,12.27
Humboldt,-123.9258,40.7067,2290,2016-06,0.17,51.1,62.1,73,2.54,12.41
Humboldt,-123.9258,40.7067,2290,2016-07,0.48,55,65.7,76.3,3.27,11.34
Humboldt,-123.9258,40.7067,2290,2016-08,0,60.4,70.1,79.7,6.99,15.95
Humboldt,-123.9258,40.7067,2290,2016-09,0.04,53.1,64,74.9,4.24,15.18
Humboldt,-123.9258,40.7067,2290,2016-10,11.76,47.2,52.9,58.6,0.62,6.31
Humboldt,-123.9258,40.7067,2290,2016-11,11.39,43.2,49.6,56,0.55,6.07
Humboldt,-123.9258,40.7067,2290,2016-12,8.83,34.8,40.7,46.7,0.69,4.15
Humboldt,-123.9258,40.7067,2290,2017-01,14.81,34.4,40.8,47.2,0.7,4.15
Humboldt,-123.9258,40.7067,2290,2017-02,16.5,38.5,43.3,48.2,0.53,3.76
Humboldt,-123.9258,40.7067,2290,2017-03,11.4,39.8,46.2,52.6,0.19,5.26
Humboldt,-123.9258,40.7067,2290,2017-04,9.41,38.4,47.5,56.6,0.32,6.61
Humboldt,-123.9258,40.7067,2290,2017-05,2.59,45,55.9,66.8,1.36,8.89
Humboldt,-123.9258,40.7067,2290,2017-06,1.63,50.7,61.1,71.6,1.88,9.61
Humboldt,-123.9258,40.7067,2290,2017-07,0.04,56.5,67.7,78.9,4.04,14.92
Humboldt,-123.9258,40.7067,2290,2017-08,0.03,62.3,70.8,79.3,7.77,20.86
Humboldt,-123.9258,40.7067,2290,2017-09,1.76,55.4,63.6,71.8,5.29,18.22
Humboldt,-123.9258,40.7067,2290,2017-10,2.47,48.6,57.7,66.7,3.91,14.75
Humboldt,-123.9258,40.7067,2290,2017-11,10.59,44.2,49.5,54.8,0.7,5.41
Humboldt,-123.9258,40.7067,2290,2017-12,2.14,43.2,49.8,56.3,3.59,9.36
Humboldt,-123.9258,40.7067,2290,2018-01,10.28,41,46.5,52,0.69,4.65
Humboldt,-123.9258,40.7067,2290,2018-02,3.03,36.9,44.6,52.4,1.71,7.79
Humboldt,-123.9258,40.7067,2290,2018-03,11.77,37.2,44.1,51.1,0.73,5.88
Humboldt,-123.9258,40.7067,2290,2018-04,7.64,41.4,50.8,60.2,1.31,8.57
Humboldt,-123.9258,40.7067,2290,2018-05,1.43,44.7,54.7,64.8,0.83,6.28
Humboldt,-123.9258,40.7067,2290,2018-06,0.84,47.5,59.4,71.4,1.4,10.55
Humboldt,-123.9258,40.7067,2290,2018-07,0.01,60.3,70.1,79.8,6.96,17.08
Humboldt,-123.9258,40.7067,2290,2018-08,0.03,56.5,65.7,74.8,4.22,16.24
Humboldt,-123.9258,40.7067,2290,2018-09,0.63,52,62.8,73.7,4.22,15.87
Humboldt,-123.9258,40.7067,2290,2018-10,1.11,50.9,59.1,67.3,3.89,14.13
Humboldt,-123.9258,40.7067,2290,2018-11,7.32,46,53.7,61.4,3.94,12.23
Humboldt,-123.9258,40.7067,2290,2018-12,8.33,38,43.7,49.4,0.52,4.34
Humboldt,-123.9258,40.7067,2290,2019-01,10.63,41.1,47,52.9,1.44,6.2
Humboldt,-123.9258,40.7067,2290,2019-02,18.29,32.5,37.8,43.2,0.11,2.43
Humboldt,-123.9258,40.7067,2290,2019-03,7.35,37.3,44.9,52.4,0.63,6.03
Humboldt,-123.9258,40.7067,2290,2019-04,5.12,44.2,53.4,62.6,1.04,7.6
Humboldt,-123.9258,40.7067,2290,2019-05,7.31,44.6,53.7,62.7,1.12,9.56
Humboldt,-123.9258,40.7067,2290,2019-06,0.1,52.6,63,73.4,3.96,14.34
Humboldt,-123.9258,40.7067,2290,2019-07,0.07,52.7,63.6,74.4,1.47,10.21
Humboldt,-123.9258,40.7067,2290,2019-08,0.35,56.6,67.1,77.7,2.55,14.36
Humboldt,-123.9258,40.7067,2290,2019-09,2.8,51.8,61,70.2,1.21,10.76
Humboldt,-123.9258,40.7067,2290,2019-10,1.84,46.7,55.4,64.1,3.7,13.27
Humboldt,-123.9258,40.7067,2290,2019-11,2.98,47,55.1,63.3,4.73,13.54
Humboldt,-123.9258,40.7067,2290,2019-12,9.72,40.9,44.7,48.5,0.78,3.62
Humboldt,-123.9258,40.7067,2290,2020-01,13.81,40.1,44.2,48.3,0.54,3.51
Humboldt,-123.9258,40.7067,2290,2020-02,1.67,38.5,47.3,56.1,1.62,9.03
Humboldt,-123.9258,40.7067,2290,2020-03,3.49,37.1,44.5,51.9,0.71,6.56
Humboldt,-123.9258,40.7067,2290,2020-04,2.65,42.5,52.3,62.2,0.9,8.95
Humboldt,-123.9258,40.7067,2290,2020-05,8.91,45.8,54.7,63.7,1.22,6.09
Humboldt,-123.9258,40.7067,2290,2020-06,1.36,50.1,60.1,70,1.69,11.62
Humboldt,-123.9258,40.7067,2290,2020-07,0.06,56.5,66.6,76.6,4.03,13.5
Humboldt,-123.9258,40.7067,2290,2020-08,0.08,59.5,69.4,79.3,5.43,17.74
Humboldt,-123.9258,40.7067,2290,2020-09,0.74,58.9,68,77.2,7.05,19.99
Humboldt,-123.9258,40.7067,2290,2020-10,0.54,55.5,64.7,74,6.89,20.68
Humboldt,-123.9258,40.7067,2290,2020-11,5.59,41.8,49.8,57.8,1.9,9.66
,,,,,,,,,,
Imperial,-115.3554,33.0408,-56,2013-01,0.56,37.4,51.7,66,1.49,15.5
Imperial,-115.3554,33.0408,-56,2013-02,0.02,38.8,54.9,71,1.16,19.1
Imperial,-115.3554,33.0408,-56,2013-03,0.03,48.9,65.9,82.9,3.57,30.49
Imperial,-115.3554,33.0408,-56,2013-04,0,54,70.4,86.8,4.97,35.42
Imperial,-115.3554,33.0408,-56,2013-05,0,60.9,77.7,94.4,6.82,45.52
Imperial,-115.3554,33.0408,-56,2013-06,0,69.3,86.9,104.5,8.48,62.86
Imperial,-115.3554,33.0408,-56,2013-07,0.18,78.9,91.8,104.8,9.88,52.86
Imperial,-115.3554,33.0408,-56,2013-08,0.79,75.2,89.1,102.9,8.58,51.98
Imperial,-115.3554,33.0408,-56,2013-09,0.59,69.6,84.3,99.1,5.99,47.96
Imperial,-115.3554,33.0408,-56,2013-10,0,53.1,70.4,87.6,4.3,36.96
Imperial,-115.3554,33.0408,-56,2013-11,0.83,46.9,62,77.1,1.79,22.09
Imperial,-115.3554,33.0408,-56,2013-12,0.02,38.1,53.6,69.1,1.38,17.57
Imperial,-115.3554,33.0408,-56,2014-01,0,39.8,57.3,74.8,1.7,21.6
Imperial,-115.3554,33.0408,-56,2014-02,0,45,61,76.9,1.67,22.36
Imperial,-115.3554,33.0408,-56,2014-03,0.05,49.5,65.7,82,2.56,28.15
Imperial,-115.3554,33.0408,-56,2014-04,0,55.4,70.9,86.3,6.36,36.19
Imperial,-115.3554,33.0408,-56,2014-05,0,58.7,76,93.4,6.26,44.99
Imperial,-115.3554,33.0408,-56,2014-06,0,66.5,84.9,103.3,9.45,60.01
Imperial,-115.3554,33.0408,-56,2014-07,0.04,75.9,90.4,105,6.4,53.38
Imperial,-115.3554,33.0408,-56,2014-08,0.7,74.7,88.4,102.1,3.86,48.34
Imperial,-115.3554,33.0408,-56,2014-09,0.04,73.6,87.5,101.4,5.66,48.61
Imperial,-115.3554,33.0408,-56,2014-10,0,61,77,93.1,3.94,39.57
Imperial,-115.3554,33.0408,-56,2014-11,0.02,46.7,62.9,79.1,2.34,26.06
Imperial,-115.3554,33.0408,-56,2014-12,0.41,43.5,56.1,68.6,0.63,12.81
Imperial,-115.3554,33.0408,-56,2015-01,0.28,40.4,55.6,70.8,0.76,16.66
Imperial,-115.3554,33.0408,-56,2015-02,0,46.3,63.1,79.9,0.93,23.89
Imperial,-115.3554,33.0408,-56,2015-03,0.52,52,68.1,84.1,3.19,31.77
Imperial,-115.3554,33.0408,-56,2015-04,0.01,55.5,70.3,85.1,6.05,34.41
Imperial,-115.3554,33.0408,-56,2015-05,0.5,57.7,72.5,87.2,4.84,34.54
Imperial,-115.3554,33.0408,-56,2015-06,0.09,68.5,85.7,102.9,8.39,57.15
Imperial,-115.3554,33.0408,-56,2015-07,0.33,72.9,87.7,102.6,7.93,52.65
Imperial,-115.3554,33.0408,-56,2015-08,0,77.3,92.2,107,10.35,60.42
Imperial,-115.3554,33.0408,-56,2015-09,0.03,73.6,87.2,100.8,7.63,47.41
Imperial,-115.3554,33.0408,-56,2015-10,0.08,64.8,78.3,91.9,5.65,36.9
Imperial,-115.3554,33.0408,-56,2015-11,0.01,44.4,60,75.7,2.96,24.07
Imperial,-115.3554,33.0408,-56,2015-12,0.03,37,52.2,67.3,1.19,15.61
Imperial,-115.3554,33.0408,-56,2016-01,0.7,39.2,53.5,67.7,0.53,14.1
Imperial,-115.3554,33.0408,-56,2016-02,0.04,43.5,61.6,79.8,3.12,28.53
Imperial,-115.3554,33.0408,-56,2016-03,0,49.7,66.1,82.5,3.56,30.1
Imperial,-115.3554,33.0408,-56,2016-04,0.26,53.9,69.7,85.5,4.01,32.87
Imperial,-115.3554,33.0408,-56,2016-05,0.01,58.2,73.7,89.3,5.11,36.91
Imperial,-115.3554,33.0408,-56,2016-06,0,71.6,88.6,105.5,12.6,64.57
Imperial,-115.3554,33.0408,-56,2016-07,0,76.7,92.2,107.7,11.67,63.95
Imperial,-115.3554,33.0408,-56,2016-08,0,77.9,91.9,105.9,9.82,58.51
Imperial,-115.3554,33.0408,-56,2016-09,0.21,66.9,82.4,97.9,6.79,47.66
Imperial,-115.3554,33.0408,-56,2016-10,0.02,63.3,77.9,92.4,7.85,42.27
Imperial,-115.3554,33.0408,-56,2016-11,0,48.7,64.5,80.3,1.59,24.72
Imperial,-115.3554,33.0408,-56,2016-12,1.03,41.9,54.8,67.7,1.03,13.85
Imperial,-115.3554,33.0408,-56,2017-01,0.97,43.2,54.7,66.1,0.62,11.53
Imperial,-115.3554,33.0408,-56,2017-02,0.76,46.6,60.2,73.9,0.75,16.93
Imperial,-115.3554,33.0408,-56,2017-03,0.01,50.4,67.3,84.2,3.15,31.97
Imperial,-115.3554,33.0408,-56,2017-04,0,54.8,71.4,87.9,5.4,37.16
Imperial,-115.3554,33.0408,-56,2017-05,0.13,58.8,75.4,92,7.08,44.63
Imperial,-115.3554,33.0408,-56,2017-06,0,67.4,85.9,104.5,7.41,61.51
Imperial,-115.3554,33.0408,-56,2017-07,0.07,81.6,94.1,106.5,13.34,60.47
Imperial,-115.3554,33.0408,-56,2017-08,0.1,77.3,91.9,106.5,10.61,59.87
Imperial,-115.3554,33.0408,-56,2017-09,0.21,68.8,82.9,97,6.22,43.09
Imperial,-115.3554,33.0408,-56,2017-10,0,57,75.3,93.6,5.28,44.25
Imperial,-115.3554,33.0408,-56,2017-11,0,51.7,66.1,80.6,2.87,24.89
Imperial,-115.3554,33.0408,-56,2017-12,0,39.7,55.9,72.1,2.51,21.24
Imperial,-115.3554,33.0408,-56,2018-01,0.06,42.7,58.3,74,2.2,21.32
Imperial,-115.3554,33.0408,-56,2018-02,0.03,41.2,57.6,74.1,2.35,22.88
Imperial,-115.3554,33.0408,-56,2018-03,0.02,47.6,62.5,77.5,3.78,25.26
Imperial,-115.3554,33.0408,-56,2018-04,0.04,54.7,71.8,89,6.05,39.26
Imperial,-115.3554,33.0408,-56,2018-05,0,59.4,75.7,92,7.35,43.85
Imperial,-115.3554,33.0408,-56,2018-06,0,66.5,84.3,102,7.14,58.9
Imperial,-115.3554,33.0408,-56,2018-07,0.05,81.1,93.9,106.7,13.85,61.81
Imperial,-115.3554,33.0408,-56,2018-08,0,81.6,94.1,106.5,12.67,60.5
Imperial,-115.3554,33.0408,-56,2018-09,0,72.7,88.1,103.6,8.85,58.47
Imperial,-115.3554,33.0408,-56,2018-10,0.7,61.2,74.3,87.4,5.05,32.72
Imperial,-115.3554,33.0408,-56,2018-11,0.03,46.9,62.6,78.3,3.44,26.66
Imperial,-115.3554,33.0408,-56,2018-12,1.28,41.6,54.6,67.7,1.09,14.69
Imperial,-115.3554,33.0408,-56,2019-01,0.43,42.6,54.5,66.5,1.81,15.01
Imperial,-115.3554,33.0408,-56,2019-02,0.58,40.3,52.9,65.5,1.62,15.23
Imperial,-115.3554,33.0408,-56,2019-03,0.09,51.6,64.5,77.5,4.64,26.07
Imperial,-115.3554,33.0408,-56,2019-04,0.05,58.6,73.1,87.6,7.8,38.35
Imperial,-115.3554,33.0408,-56,2019-05,0.03,59.6,72.8,86.1,7.79,35.7
Imperial,-115.3554,33.0408,-56,2019-06,0,66.8,83.2,99.7,7.77,49.44
Imperial,-115.3554,33.0408,-56,2019-07,0,75.8,90.9,105.9,11.1,58.07
Imperial,-115.3554,33.0408,-56,2019-08,0,78.9,93.6,108.3,15.4,70.79
Imperial,-115.3554,33.0408,-56,2019-09,0.43,72.1,86,99.9,11.42,54.88
Imperial,-115.3554,33.0408,-56,2019-10,0,56.7,73,89.2,7.86,42.36
Imperial,-115.3554,33.0408,-56,2019-11,1.71,48.1,63.3,78.6,4.05,28.15
Imperial,-115.3554,33.0408,-56,2019-12,0.55,42.3,53.4,64.5,0.93,11.98
Imperial,-115.3554,33.0408,-56,2020-01,0,40.3,55.4,70.6,1.45,18.51
Imperial,-115.3554,33.0408,-56,2020-02,0.36,42.2,57.8,73.4,2.12,22.28
Imperial,-115.3554,33.0408,-56,2020-03,1.89,48.9,60.9,72.9,1.88,18.34
Imperial,-115.3554,33.0408,-56,2020-04,0.64,54.1,69,83.9,2.92,31.65
Imperial,-115.3554,33.0408,-56,2020-05,0,62.2,79.3,96.5,6.33,49.81
Imperial,-115.3554,33.0408,-56,2020-06,0,67,83.8,100.6,10.14,56.65
Imperial,-115.3554,33.0408,-56,2020-07,0,74.3,90.9,107.6,13,69.38
Imperial,-115.3554,33.0408,-56,2020-08,0,80,94.8,109.7,14.22,71.26
Imperial,-115.3554,33.0408,-56,2020-09,0,71.4,87.8,104.2,10.26,62.64
Imperial,-115.3554,33.0408,-56,2020-10,0,61,77.9,94.9,8.7,49.1
Imperial,-115.3554,33.0408,-56,2020-11,0,47.2,63.2,79.3,3.41,27.42
,,,,,,,,,,
Inyo,-117.4039,36.562,4957,2013-01,0.27,30.8,40.5,50.2,2.77,9.45
Inyo,-117.4039,36.562,4957,2013-02,0.04,29.2,42.2,55.1,2.17,11.51
Inyo,-117.4039,36.562,4957,2013-03,0.18,39.3,52.9,66.5,4.62,18.87
Inyo,-117.4039,36.562,4957,2013-04,0.02,42,57,72,5.28,24.09
Inyo,-117.4039,36.562,4957,2013-05,0.32,49.3,63.5,77.8,6.38,28.14
Inyo,-117.4039,36.562,4957,2013-06,0,60.5,75.3,90.1,14.11,43.16
Inyo,-117.4039,36.562,4957,2013-07,0.61,68.2,80.8,93.5,14.48,45.64
Inyo,-117.4039,36.562,4957,2013-08,0.13,63,76,88.9,11.24,39.24
Inyo,-117.4039,36.562,4957,2013-09,0.17,56.7,69.9,83.1,7.87,31.87
Inyo,-117.4039,36.562,4957,2013-10,0.25,41.6,55.5,69.3,4.85,20.73
Inyo,-117.4039,36.562,4957,2013-11,0.35,36,47.8,59.6,2.98,13.11
Inyo,-117.4039,36.562,4957,2013-12,0.07,29.9,41.4,52.9,3.2,11.39
Inyo,-117.4039,36.562,4957,2014-01,0.15,36.7,48.2,59.7,4.87,14.64
Inyo,-117.4039,36.562,4957,2014-02,0.48,35.7,47.8,59.9,2.77,14.01
Inyo,-117.4039,36.562,4957,2014-03,0.74,38,50.7,63.4,3.28,15.29
Inyo,-117.4039,36.562,4957,2014-04,0.15,42.5,56.5,70.6,4.83,22.25
Inyo,-117.4039,36.562,4957,2014-05,0.13,49.4,64.3,79.2,7.02,30.86
Inyo,-117.4039,36.562,4957,2014-06,0,57.9,73.5,89.1,12.77,42.77
Inyo,-117.4039,36.562,4957,2014-07,0.39,67.2,80.6,94,13.75,46.93
Inyo,-117.4039,36.562,4957,2014-08,0.65,60.9,74,87.1,9.68,37.29
Inyo,-117.4039,36.562,4957,2014-09,0.33,58.6,71.9,85.3,9.31,34.8
Inyo,-117.4039,36.562,4957,2014-10,0,48.6,62.7,76.8,7.07,26.74
Inyo,-117.4039,36.562,4957,2014-11,0.05,38.4,51,63.7,3.98,15.96
Inyo,-117.4039,36.562,4957,2014-12,0.97,32.2,40.9,49.5,0.82,6.1
Inyo,-117.4039,36.562,4957,2015-01,0.32,35.4,45.7,55.9,2.8,10.73
Inyo,-117.4039,36.562,4957,2015-02,0.44,39.3,51.9,64.6,3.72,15.95
Inyo,-117.4039,36.562,4957,2015-03,0.12,41.8,54.9,68,4.29,19.24
Inyo,-117.4039,36.562,4957,2015-04,0.11,40.6,54.5,68.5,4.68,20.22
Inyo,-117.4039,36.562,4957,2015-05,0.6,48.3,60.3,72.4,4.92,22.43
Inyo,-117.4039,36.562,4957,2015-06,0.11,61.4,75.4,89.5,13.15,41.09
Inyo,-117.4039,36.562,4957,2015-07,0.74,61.5,74.2,86.9,8.39,35.78
Inyo,-117.4039,36.562,4957,2015-08,0,66.2,79,91.9,15.13,45.42
Inyo,-117.4039,36.562,4957,2015-09,0,59.9,72.3,84.7,10.75,34.69
Inyo,-117.4039,36.562,4957,2015-10,1.31,50,60.7,71.4,4.57,19.27
Inyo,-117.4039,36.562,4957,2015-11,0.04,32.3,43.5,54.7,2.71,11.6
Inyo,-117.4039,36.562,4957,2015-12,0.33,27.6,37.5,47.4,1.9,8.3
Inyo,-117.4039,36.562,4957,2016-01,0.75,32.3,40.9,49.5,1.82,7.91
Inyo,-117.4039,36.562,4957,2016-02,0.74,35.1,47.9,60.6,3.41,15.25
Inyo,-117.4039,36.562,4957,2016-03,0.34,38.4,50,61.6,3.27,15.13
Inyo,-117.4039,36.562,4957,2016-04,0.47,43.3,55.9,68.4,4.51,19.03
Inyo,-117.4039,36.562,4957,2016-05,0.07,48.7,61.5,74.2,4.57,24.09
Inyo,-117.4039,36.562,4957,2016-06,0.14,63.4,77.2,91,14.84,46.38
Inyo,-117.4039,36.562,4957,2016-07,0,66.7,80.1,93.6,17.05,48.89
Inyo,-117.4039,36.562,4957,2016-08,0,65.1,77.9,90.7,14.98,43.65
Inyo,-117.4039,36.562,4957,2016-09,0,56,69.1,82.2,9.74,33.22
Inyo,-117.4039,36.562,4957,2016-10,0.24,48.3,59.5,70.8,5.63,20.82
Inyo,-117.4039,36.562,4957,2016-11,0.27,41.2,50.5,59.8,4.27,14.36
Inyo,-117.4039,36.562,4957,2016-12,1.3,30.3,40.4,50.4,1.73,8.71
Inyo,-117.4039,36.562,4957,2017-01,4.52,29,36.5,44.1,1.18,5.49
Inyo,-117.4039,36.562,4957,2017-02,2.05,34.6,42.7,50.8,1.22,7.41
Inyo,-117.4039,36.562,4957,2017-03,0.08,39.6,51.6,63.5,3.69,16.4
Inyo,-117.4039,36.562,4957,2017-04,0.29,41.3,54.6,67.8,4.06,19.62
Inyo,-117.4039,36.562,4957,2017-05,0.22,50.7,64.1,77.5,5.83,28.8
Inyo,-117.4039,36.562,4957,2017-06,0,60.7,74.6,88.5,12.69,42.63
Inyo,-117.4039,36.562,4957,2017-07,0.1,68.7,81.5,94.3,15.38,48.02
Inyo,-117.4039,36.562,4957,2017-08,0.36,64.7,77.9,91.1,11.57,42.72
Inyo,-117.4039,36.562,4957,2017-09,0.39,55,67.4,79.8,6.68,28.44
Inyo,-117.4039,36.562,4957,2017-10,0,50.1,61.8,73.5,7.53,24.79
Inyo,-117.4039,36.562,4957,2017-11,0.05,41.1,52,62.9,3.63,14.69
Inyo,-117.4039,36.562,4957,2017-12,0,36.6,47.2,57.9,5.68,14.88
Inyo,-117.4039,36.562,4957,2018-01,0.81,35.7,45.3,55,3,10.76
Inyo,-117.4039,36.562,4957,2018-02,0.07,31.4,43.3,55.2,3.35,12.88
Inyo,-117.4039,36.562,4957,2018-03,1.11,33.5,44.2,55,1.67,10.55
Inyo,-117.4039,36.562,4957,2018-04,0.2,42.9,57.1,71.3,5.42,24.15
Inyo,-117.4039,36.562,4957,2018-05,0.4,49.7,63.3,76.9,5.41,26.89
Inyo,-117.4039,36.562,4957,2018-06,0,59.8,74.2,88.5,13.36,43.06
Inyo,-117.4039,36.562,4957,2018-07,0.25,69.7,82.4,95.1,14.55,47.98
Inyo,-117.4039,36.562,4957,2018-08,0,66.1,79.2,92.3,14.69,45.42
Inyo,-117.4039,36.562,4957,2018-09,0,60.1,72.8,85.5,12.52,37.15
Inyo,-117.4039,36.562,4957,2018-10,0.15,46,58,70,4.7,18.99
Inyo,-117.4039,36.562,4957,2018-11,0.49,38.6,50.1,61.5,4.62,15.46
Inyo,-117.4039,36.562,4957,2018-12,0.36,32,40.7,49.4,2.17,8.19
Inyo,-117.4039,36.562,4957,2019-01,1.43,32,40.4,48.9,1.81,7.81
Inyo,-117.4039,36.562,4957,2019-02,1.87,25.2,34.7,44.2,0.82,5.74
Inyo,-117.4039,36.562,4957,2019-03,2.07,34.6,44.3,54,1.64,9.36
Inyo,-117.4039,36.562,4957,2019-04,0.06,43.5,56.5,69.6,4.07,20.11
Inyo,-117.4039,36.562,4957,2019-05,0.77,44,56.4,68.8,2.42,19.5
Inyo,-117.4039,36.562,4957,2019-06,0.16,59.5,72.2,84.8,10.56,35.39
Inyo,-117.4039,36.562,4957,2019-07,0.03,63.8,76.9,90,12.91,41.86
Inyo,-117.4039,36.562,4957,2019-08,0.02,65,78.1,91.3,14.42,44.48
Inyo,-117.4039,36.562,4957,2019-09,0.12,55.7,68.8,81.8,8.5,31.46
Inyo,-117.4039,36.562,4957,2019-10,0,46.8,57.5,68.2,7.04,20.59
Inyo,-117.4039,36.562,4957,2019-11,0.82,40,51.1,62.2,5.37,16.73
Inyo,-117.4039,36.562,4957,2019-12,1.25,29.9,38.1,46.3,1.19,6.34
Inyo,-117.4039,36.562,4957,2020-01,0.07,30.8,41.3,51.9,1.96,9.4
Inyo,-117.4039,36.562,4957,2020-02,0.18,33.2,45.8,58.5,3.39,13.92
Inyo,-117.4039,36.562,4957,2020-03,1.03,33.5,42.6,51.8,1.62,8.5
Inyo,-117.4039,36.562,4957,2020-04,1.26,41.8,54.4,66.9,2.57,17.75
Inyo,-117.4039,36.562,4957,2020-05,0,50.4,65,79.6,7.09,30.55
Inyo,-117.4039,36.562,4957,2020-06,0.16,56.5,70.9,85.3,10.25,37.56
Inyo,-117.4039,36.562,4957,2020-07,0,65.3,78.5,91.7,15.42,45.59
Inyo,-117.4039,36.562,4957,2020-08,0.01,66.4,80.5,94.5,15.2,50.15
Inyo,-117.4039,36.562,4957,2020-09,0,65.5,76.4,87.2,14.93,39.42
Inyo,-117.4039,36.562,4957,2020-10,0,53,66.6,80.2,10.53,32.31
Inyo,-117.4039,36.562,4957,2020-11,0.06,39.5,49.8,60.2,4.6,14.91
,,,,,,,,,,
Kern,-118.7295,35.3466,1004,2013-01,0.77,35.8,47.3,58.9,0.96,9.48
Kern,-118.7295,35.3466,1004,2013-02,0.41,36.8,49.8,62.7,1.17,13.06
Kern,-118.7295,35.3466,1004,2013-03,0.69,45.1,58.8,72.4,1.82,18.92
Kern,-118.7295,35.3466,1004,2013-04,0.17,49.7,63.7,77.7,3.29,24.95
Kern,-118.7295,35.3466,1004,2013-05,0.16,54.8,68.7,82.6,5.09,30
Kern,-118.7295,35.3466,1004,2013-06,0,62.1,76.8,91.6,7.09,39.13
Kern,-118.7295,35.3466,1004,2013-07,0,70,85.1,100.2,12.82,55.25
Kern,-118.7295,35.3466,1004,2013-08,0.01,65.5,80.3,95.1,9.09,44.91
Kern,-118.7295,35.3466,1004,2013-09,0.03,61,75,89,7.28,36.55
Kern,-118.7295,35.3466,1004,2013-10,0.31,48.9,63.8,78.6,4.47,26.36
Kern,-118.7295,35.3466,1004,2013-11,0.86,42.9,56.7,70.5,2.3,18.31
Kern,-118.7295,35.3466,1004,2013-12,0.25,33.3,47.3,61.2,1.3,13.05
Kern,-118.7295,35.3466,1004,2014-01,0.3,40.4,54.6,68.8,3.2,18.1
Kern,-118.7295,35.3466,1004,2014-02,0.71,43,55,67,1.8,14.52
Kern,-118.7295,35.3466,1004,2014-03,1.5,46.4,59.9,73.4,2.58,20.17
Kern,-118.7295,35.3466,1004,2014-04,1.05,49.4,63.2,77,2.91,23.89
Kern,-118.7295,35.3466,1004,2014-05,0,55.9,70.8,85.7,6.2,35.24
Kern,-118.7295,35.3466,1004,2014-06,0,61.5,77.5,93.5,9.31,46.05
Kern,-118.7295,35.3466,1004,2014-07,0,70.5,84.6,98.7,13.24,51.67
Kern,-118.7295,35.3466,1004,2014-08,0.21,66.8,81.1,95.4,10.55,45.53
Kern,-118.7295,35.3466,1004,2014-09,0,63.5,79.6,95.6,9.67,42.52
Kern,-118.7295,35.3466,1004,2014-10,0,54.6,68.7,82.7,5.74,29.56
Kern,-118.7295,35.3466,1004,2014-11,0.63,45.2,58.2,71.1,1.64,14.74
Kern,-118.7295,35.3466,1004,2014-12,3.08,46.6,56,65.4,1.58,10.02
Kern,-118.7295,35.3466,1004,2015-01,0.75,41.5,50,58.5,0.89,7.35
Kern,-118.7295,35.3466,1004,2015-02,0.83,44.3,57.9,71.5,1.16,16.56
Kern,-118.7295,35.3466,1004,2015-03,0.42,47.8,62.3,76.8,2.07,23.31
Kern,-118.7295,35.3466,1004,2015-04,0.29,47.7,62.5,77.4,3.6,25.47
Kern,-118.7295,35.3466,1004,2015-05,0.57,53.8,66.3,78.8,3.96,25.11
Kern,-118.7295,35.3466,1004,2015-06,0.07,64.6,79.5,94.4,9.34,45.75
Kern,-118.7295,35.3466,1004,2015-07,0.65,68.9,83.8,98.8,9.08,45.1
Kern,-118.7295,35.3466,1004,2015-08,0,67.7,82.7,97.8,10.22,49.78
Kern,-118.7295,35.3466,1004,2015-09,0.15,63.3,78.2,93.2,9.36,44.11
Kern,-118.7295,35.3466,1004,2015-10,0.89,57.9,70.3,82.7,4.66,27.55
Kern,-118.7295,35.3466,1004,2015-11,1.25,39.7,52.8,66,1.34,14.32
Kern,-118.7295,35.3466,1004,2015-12,1.79,37.2,48.3,59.4,1.22,10.84
Kern,-118.7295,35.3466,1004,2016-01,2.32,43.3,52.7,62.2,1.12,10.42
Kern,-118.7295,35.3466,1004,2016-02,1.14,41,54.5,67.9,0.97,14.42
Kern,-118.7295,35.3466,1004,2016-03,1.65,45.8,58.6,71.5,1.33,17.52
